hour,day_of_week,is_weekend,is_peak_hour,school_open,college_open,festival,political_event,mall_opening,special_event,rain,traffic_index
6,6,1,0,0,1,0,0,0,0,2,74
7,6,1,0,0,1,0,0,0,0,2,94
8,6,1,1,0,1,0,0,0,0,0,63
9,6,1,1,0,1,0,0,0,0,0,63
10,6,1,1,0,1,0,0,0,0,0,63
11,6,1,0,0,1,0,0,0,0,0,34
12,6,1,0,0,1,0,0,0,0,0,44
13,6,1,0,0,1,0,0,0,0,0,43
14,6,1,0,0,1,0,0,0,0,0,86
15,6,1,0,0,1,0,0,0,0,0,32
16,6,1,0,0,1,0,0,0,0,0,41
17,6,1,1,0,1,0,0,0,0,0,95
18,6,1,1,0,1,0,0,0,0,0,95
19,6,1,1,0,1,0,0,0,0,0,98
20,6,1,0,0,1,0,0,0,0,0,96
21,6,1,0,0,1,0,0,0,0,1,44
22,6,1,0,0,1,0,0,0,0,0,18
23,6,1,0,0,1,0,0,0,0,0,17
0,0,0,0,1,1,0,0,0,0,1,72
1,0,0,0,1,1,0,0,0,0,0,42
2,0,0,0,1,1,0,0,0,0,0,44
3,0,0,0,1,1,0,0,0,0,0,41
4,0,0,0,1,1,0,0,0,0,0,47
5,0,0,0,1,1,0,0,0,0,1,66
6,0,0,0,1,1,0,0,0,0,1,68
7,0,0,0,1,1,0,0,0,0,0,163
8,0,0,1,1,1,0,0,0,0,0,143
9,0,0,1,1,1,0,0,0,0,0,101
10,0,0,1,1,1,0,0,0,0,0,108
11,0,0,0,1,1,0,0,0,0,0,59
12,0,0,0,1,1,0,0,0,1,0,243
13,0,0,0,1,1,0,0,0,0,0,69
14,0,0,0,1,1,0,0,0,0,0,69
15,0,0,0,1,1,0,0,0,0,0,62
16,0,0,0,1,1,0,0,0,0,0,57
17,0,0,1,1,1,0,0,0,0,0,122
18,0,0,1,1,1,0,0,0,0,1,184
19,0,0,1,1,1,0,0,0,0,0,126
20,0,0,0,1,1,0,0,0,0,0,123
21,0,0,0,1,1,0,0,0,0,2,118
22,0,0,0,1,1,0,0,0,0,0,45
23,0,0,0,1,1,0,0,0,0,0,43
0,1,0,0,1,1,0,0,0,0,0,38
1,1,0,0,1,1,0,0,0,0,0,40
2,1,0,0,1,1,0,0,0,0,0,39
3,1,0,0,1,1,0,0,0,0,0,38
4,1,0,0,1,1,0,0,0,0,0,40
5,1,0,0,1,1,0,0,0,0,1,68
6,1,0,0,1,1,0,0,0,0,0,62
7,1,0,0,1,1,0,0,0,0,0,76
8,1,0,1,1,1,0,0,0,0,1,126
9,1,0,1,1,1,0,0,0,0,0,101
10,1,0,1,1,1,0,0,0,0,1,109
11,1,0,0,1,1,0,0,0,0,0,58
12,1,0,0,1,1,0,0,0,0,1,93
13,1,0,0,1,1,0,0,0,0,0,67
14,1,0,0,1,1,0,0,0,0,1,96
15,1,0,0,1,1,0,0,0,0,2,119
16,1,0,0,1,1,0,0,0,0,0,60
17,1,0,1,1,1,0,0,0,0,0,124
18,1,0,1,1,1,0,0,0,0,0,118
19,1,0,1,1,1,0,0,0,0,0,123
20,1,0,0,1,1,0,0,0,0,0,123
21,1,0,0,1,1,0,0,0,0,0,58
22,1,0,0,1,1,0,0,0,0,0,46
23,1,0,0,1,1,0,0,0,0,0,47
0,2,0,0,1,1,0,0,0,0,0,52
1,2,0,0,1,1,0,0,0,0,0,39
2,2,0,0,1,1,0,0,0,0,0,37
3,2,0,0,1,1,0,0,0,0,0,43
4,2,0,0,1,1,0,0,0,0,0,38
5,2,0,0,1,1,0,0,0,0,0,40
6,2,0,0,1,1,0,0,0,0,0,39
7,2,0,0,1,1,0,0,0,0,0,77
8,2,0,1,1,1,0,0,0,0,0,98
9,2,0,1,1,1,0,0,0,0,1,136
10,2,0,1,1,1,0,0,0,0,0,84
11,2,0,0,1,1,0,0,0,0,0,97
12,2,0,0,1,1,0,0,0,0,0,113
13,2,0,0,1,1,0,0,0,0,1,134
14,2,0,0,1,1,0,0,0,0,2,138
15,2,0,0,1,1,0,0,0,0,0,58
16,2,0,0,1,1,0,0,0,0,0,63
17,2,0,1,1,1,0,0,0,0,1,142
18,2,0,1,1,1,0,0,0,0,0,122
19,2,0,1,1,1,0,0,0,0,0,128
20,2,0,0,1,1,0,0,0,0,0,209
21,2,0,0,1,1,0,0,0,0,0,48
22,2,0,0,1,1,0,0,0,0,2,107
23,2,0,0,1,1,0,0,0,0,2,102
0,3,0,0,1,1,0,0,0,0,1,63
1,3,0,0,1,1,0,0,0,0,0,43
2,3,0,0,1,1,0,0,0,0,1,63
3,3,0,0,1,1,0,0,0,0,0,49
4,3,0,0,1,1,0,0,0,0,0,38
5,3,0,0,1,1,0,0,0,0,1,88
6,3,0,0,1,1,0,0,0,0,0,44
7,3,0,0,1,1,0,0,0,0,0,86
8,3,0,1,1,1,0,0,0,0,0,103
9,3,0,1,1,1,0,0,0,0,1,147
10,3,0,1,1,1,0,0,0,0,0,89
11,3,0,0,1,1,0,0,0,0,0,60
12,3,0,0,1,1,0,0,0,0,0,68
13,3,0,0,1,1,0,0,0,0,1,116
14,3,0,0,1,1,0,0,0,0,1,97
15,3,0,0,1,1,0,0,0,0,0,57
16,3,0,0,1,1,0,0,0,0,0,60
17,3,0,1,1,1,0,0,0,0,0,122
18,3,0,1,1,1,0,0,0,0,2,193
19,3,0,1,1,1,0,0,0,0,0,120
20,3,0,0,1,1,0,0,0,0,2,181
21,3,0,0,1,1,0,0,0,0,0,137
22,3,0,0,1,1,0,0,0,0,1,81
23,3,0,0,1,1,0,0,0,0,1,91
0,4,0,0,1,1,0,0,0,0,0,40
1,4,0,0,1,1,0,0,0,0,2,99
2,4,0,0,1,1,0,0,0,0,0,42
3,4,0,0,1,1,0,0,0,0,0,42
4,4,0,0,1,1,0,0,0,0,0,39
5,4,0,0,1,1,0,0,0,0,1,64
6,4,0,0,1,1,0,0,0,0,0,38
7,4,0,0,1,1,0,0,0,0,0,78
8,4,0,1,1,1,0,0,0,0,0,107
9,4,0,1,1,1,0,0,0,0,0,100
10,4,0,1,1,1,0,0,0,0,0,93
11,4,0,0,1,1,0,0,0,0,0,98
12,4,0,0,1,1,0,0,0,0,1,93
13,4,0,0,1,1,0,0,0,0,0,78
14,4,0,0,1,1,0,0,0,0,0,111
15,4,0,0,1,1,0,0,0,0,0,100
16,4,0,0,1,1,0,0,0,0,0,59
17,4,0,1,1,1,0,0,0,0,1,147
18,4,0,1,1,1,0,0,0,0,2,179
19,4,0,1,1,1,0,0,0,0,0,124
20,4,0,0,1,1,0,0,0,0,1,151
21,4,0,0,1,1,0,0,0,0,1,74
22,4,0,0,1,1,0,0,0,0,1,67
23,4,0,0,1,1,0,0,0,0,0,44
0,5,1,0,0,1,0,0,0,0,2,74
1,5,1,0,0,1,0,0,0,0,0,12
2,5,1,0,0,1,0,0,0,0,0,21
3,5,1,0,0,1,0,0,0,0,0,13
4,5,1,0,0,1,0,0,0,0,0,15
5,5,1,0,0,1,0,0,0,0,0,16
6,5,1,0,0,1,0,0,0,0,0,14
7,5,1,0,0,1,0,0,0,0,0,33
8,5,1,1,0,1,0,0,0,0,1,85
9,5,1,1,0,1,0,0,0,0,1,85
10,5,1,1,0,1,0,0,0,0,0,60
11,5,1,0,0,1,0,0,0,0,1,57
12,5,1,0,0,1,0,0,0,0,1,72
13,5,1,0,0,1,0,0,0,0,1,68
14,5,1,0,0,1,0,0,0,0,0,49
15,5,1,0,0,1,0,0,0,0,0,43
16,5,1,0,0,1,0,0,0,0,2,93
17,5,1,1,0,1,0,0,0,0,0,134
18,5,1,1,0,1,0,0,0,0,0,96
19,5,1,1,0,1,0,0,0,0,0,103
20,5,1,0,0,1,0,0,0,0,0,135
21,5,1,0,0,1,0,0,0,0,0,40
22,5,1,0,0,1,0,0,0,0,0,17
23,5,1,0,0,1,0,0,0,0,0,23
0,6,1,0,0,1,0,0,0,0,1,41
1,6,1,0,0,1,0,0,0,0,1,47
2,6,1,0,0,1,0,0,0,0,0,21
3,6,1,0,0,1,0,0,0,0,2,74
4,6,1,0,0,1,0,0,0,0,0,16
5,6,1,0,0,1,0,0,0,0,0,23
6,6,1,0,0,1,0,0,0,0,1,43
7,6,1,0,0,1,0,0,0,0,1,77
8,6,1,1,0,1,0,0,0,0,2,129
9,6,1,1,0,1,0,0,0,0,0,58
10,6,1,1,0,1,0,0,0,0,1,89
11,6,1,0,0,1,0,0,0,0,0,33
12,6,1,0,0,1,0,0,0,0,1,72
13,6,1,0,0,1,0,0,0,0,1,109
14,6,1,0,0,1,0,0,0,0,0,65
15,6,1,0,0,1,0,0,0,0,0,37
16,6,1,0,0,1,0,0,0,0,1,58
17,6,1,1,0,1,0,0,0,0,0,92
18,6,1,1,0,1,0,0,0,0,0,97
19,6,1,1,0,1,0,0,0,0,1,122
20,6,1,0,0,1,0,0,0,0,0,97
21,6,1,0,0,1,0,0,0,0,1,43
22,6,1,0,0,1,0,0,0,0,0,18
23,6,1,0,0,1,0,0,0,0,0,19
0,0,0,0,1,1,0,0,0,0,1,105
1,0,0,0,1,1,0,0,0,0,0,47
2,0,0,0,1,1,0,0,0,0,0,39
3,0,0,0,1,1,0,0,0,0,1,64
4,0,0,0,1,1,0,0,0,0,0,40
5,0,0,0,1,1,0,0,0,0,0,39
6,0,0,0,1,1,0,0,0,0,0,40
7,0,0,0,1,1,0,0,0,0,1,107
8,0,0,1,1,1,0,0,0,0,1,130
9,0,0,1,1,1,0,0,0,0,1,131
10,0,0,1,1,1,0,0,0,0,0,85
11,0,0,0,1,1,0,0,0,0,1,105
12,0,0,0,1,1,0,0,0,0,0,113
13,0,0,0,1,1,0,0,0,0,0,71
14,0,0,0,1,1,0,0,0,0,0,70
15,0,0,0,1,1,0,0,0,0,1,83
16,0,0,0,1,1,0,0,0,0,1,88
17,0,0,1,1,1,0,0,0,0,0,124
18,0,0,1,1,1,0,0,0,0,0,119
19,0,0,1,1,1,0,0,0,0,1,142
20,0,0,0,1,1,0,0,0,0,0,117
21,0,0,0,1,1,0,0,0,0,2,106
22,0,0,0,1,1,0,0,0,0,0,63
23,0,0,0,1,1,0,0,0,0,0,42
0,1,0,0,1,1,0,0,0,0,0,44
1,1,0,0,1,1,0,0,0,0,0,37
2,1,0,0,1,1,0,0,0,0,2,97
3,1,0,0,1,1,0,0,0,0,0,40
4,1,0,0,1,1,0,0,0,0,1,67
5,1,0,0,1,1,0,0,0,0,0,41
6,1,0,0,1,1,0,0,0,0,0,39
7,1,0,0,1,1,0,0,0,0,0,76
8,1,0,1,1,1,0,0,0,0,0,103
9,1,0,1,1,1,0,0,0,0,2,201
10,1,0,1,1,1,0,0,0,0,0,87
11,1,0,0,1,1,0,0,0,0,0,58
12,1,0,0,1,1,0,0,0,0,0,73
13,1,0,0,1,1,0,0,0,0,0,93
14,1,0,0,1,1,0,0,0,0,0,72
15,1,0,0,1,1,0,0,0,0,1,92
16,1,0,0,1,1,0,0,0,0,0,80
17,1,0,1,1,1,0,0,0,0,0,121
18,1,0,1,1,1,0,0,0,0,0,118
19,1,0,1,1,1,0,0,0,0,2,179
20,1,0,0,1,1,0,0,0,0,0,129
21,1,0,0,1,1,0,0,0,0,0,43
22,1,0,0,1,1,0,0,0,0,0,48
23,1,0,0,1,1,0,0,0,0,0,51
0,2,0,0,1,1,0,0,0,0,0,41
1,2,0,0,1,1,0,0,0,0,0,40
2,2,0,0,1,1,0,0,0,0,1,65
3,2,0,0,1,1,0,0,0,0,0,42
4,2,0,0,1,1,0,0,0,0,1,64
5,2,0,0,1,1,0,0,0,0,0,40
6,2,0,0,1,1,0,0,0,0,0,58
7,2,0,0,1,1,0,0,0,0,0,74
8,2,0,1,1,1,0,0,0,0,0,123
9,2,0,1,1,1,0,0,0,0,1,133
10,2,0,1,1,1,0,0,0,0,0,86
11,2,0,0,1,1,0,0,0,0,0,64
12,2,0,0,1,1,0,0,0,0,0,67
13,2,0,0,1,1,0,0,0,0,2,219
14,2,0,0,1,1,0,0,0,0,0,90
15,2,0,0,1,1,0,0,0,0,2,118
16,2,0,0,1,1,0,0,0,0,0,61
17,2,0,1,1,1,0,0,0,0,0,121
18,2,0,1,1,1,0,0,0,0,0,120
19,2,0,1,1,1,0,0,0,0,0,120
20,2,0,0,1,1,0,0,0,0,0,120
21,2,0,0,1,1,0,0,0,0,0,47
22,2,0,0,1,1,0,0,0,0,2,103
23,2,0,0,1,1,0,0,0,0,1,77
0,3,0,0,1,1,0,0,0,0,1,75
1,3,0,0,1,1,0,0,0,0,0,38
2,3,0,0,1,1,0,0,0,0,0,63
3,3,0,0,1,1,0,0,0,0,0,43
4,3,0,0,1,1,0,0,0,0,1,65
5,3,0,0,1,1,0,0,0,0,2,103
6,3,0,0,1,1,0,0,0,0,0,41
7,3,0,0,1,1,0,0,0,0,0,72
8,3,0,1,1,1,0,0,0,0,0,122
9,3,0,1,1,1,0,0,0,0,0,140
10,3,0,1,1,1,0,0,0,0,0,90
11,3,0,0,1,1,0,0,0,0,0,69
12,3,0,0,1,1,0,0,0,0,1,97
13,3,0,0,1,1,0,0,0,0,0,71
14,3,0,0,1,1,0,0,0,0,0,75
15,3,0,0,1,1,0,0,0,0,2,117
16,3,0,0,1,1,0,0,0,0,0,61
17,3,0,1,1,1,0,0,0,0,0,120
18,3,0,1,1,1,0,0,0,0,0,122
19,3,0,1,1,1,0,0,0,0,0,119
20,3,0,0,1,1,0,0,0,0,0,124
21,3,0,0,1,1,0,0,0,0,1,73
22,3,0,0,1,1,0,0,0,0,0,42
23,3,0,0,1,1,0,0,0,0,0,46
0,4,0,0,1,1,0,0,0,0,0,37
1,4,0,0,1,1,0,0,0,0,0,62
2,4,0,0,1,1,0,0,0,0,1,62
3,4,0,0,1,1,0,0,0,0,1,64
4,4,0,0,1,1,0,0,0,0,0,39
5,4,0,0,1,1,0,0,0,0,1,64
6,4,0,0,1,1,0,0,0,0,0,42
7,4,0,0,1,1,0,0,0,0,2,135
8,4,0,1,1,1,0,0,0,0,0,193
9,4,0,1,1,1,0,0,0,0,2,167
10,4,0,1,1,1,0,0,0,0,1,110
11,4,0,0,1,1,0,0,0,0,0,62
12,4,0,0,1,1,0,0,0,0,0,68
13,4,0,0,1,1,0,0,0,0,2,130
14,4,0,0,1,1,0,0,0,0,1,101
15,4,0,0,1,1,0,0,0,0,0,81
16,4,0,0,1,1,0,0,0,0,1,88
17,4,0,1,1,1,0,0,0,0,0,129
18,4,0,1,1,1,0,0,0,0,0,122
19,4,0,1,1,1,0,0,0,0,0,117
20,4,0,0,1,1,0,0,0,0,0,119
21,4,0,0,1,1,0,0,0,0,1,73
22,4,0,0,1,1,0,0,0,0,0,62
23,4,0,0,1,1,0,0,0,0,1,72
0,5,1,0,0,1,0,0,0,0,0,14
1,5,1,0,0,1,0,0,0,0,0,54
2,5,1,0,0,1,0,0,0,0,0,36
3,5,1,0,0,1,0,0,0,0,0,22
4,5,1,0,0,1,0,0,0,0,0,53
5,5,1,0,0,1,0,0,0,0,0,13
6,5,1,0,0,1,0,0,0,0,0,24
7,5,1,0,0,1,0,0,0,0,0,42
8,5,1,1,0,1,0,0,0,0,0,79
9,5,1,1,0,1,0,0,0,0,0,73
10,5,1,1,0,1,0,0,0,0,1,86
11,5,1,0,0,1,0,0,0,0,2,108
12,5,1,0,0,1,0,0,0,0,0,42
13,5,1,0,0,1,0,0,0,0,0,48
14,5,1,0,0,1,0,0,0,0,0,44
15,5,1,0,0,1,0,0,0,0,2,138
16,5,1,0,0,1,0,0,0,0,0,37
17,5,1,1,0,1,0,0,0,0,0,93
18,5,1,1,0,1,0,0,0,0,0,92
19,5,1,1,0,1,0,0,0,0,0,134
20,5,1,0,0,1,0,0,0,0,0,92
21,5,1,0,0,1,0,0,0,0,1,56
22,5,1,0,0,1,0,0,0,0,0,43
23,5,1,0,0,1,0,0,0,0,0,18
0,6,1,0,0,1,0,0,1,0,0,97
1,6,1,0,0,1,0,0,0,0,0,17
2,6,1,0,0,1,0,0,0,0,2,93
3,6,1,0,0,1,0,0,0,0,0,28
4,6,1,0,0,1,0,0,0,0,1,39
5,6,1,0,0,1,0,0,0,0,0,37
6,6,1,0,0,1,0,0,0,0,0,17
7,6,1,0,0,1,0,0,0,0,2,95
8,6,1,1,0,1,0,0,0,0,0,67
9,6,1,1,0,1,0,0,0,0,1,83
10,6,1,1,0,1,0,0,0,0,0,67
11,6,1,0,0,1,0,0,0,0,1,59
12,6,1,0,0,1,0,0,0,0,0,64
13,6,1,0,0,1,0,0,0,0,0,48
14,6,1,0,0,1,0,0,0,0,1,72
15,6,1,0,0,1,0,0,0,0,2,107
16,6,1,0,0,1,0,0,0,0,2,93
17,6,1,1,0,1,0,0,0,0,1,121
18,6,1,1,0,1,0,0,0,0,1,207
19,6,1,1,0,1,0,0,0,0,0,92
20,6,1,0,0,1,0,0,0,0,0,134
21,6,1,0,0,1,0,0,0,0,0,17
22,6,1,0,0,1,0,0,0,0,0,18
23,6,1,0,0,1,0,0,0,0,0,30
0,0,0,0,1,1,0,0,0,0,0,47
1,0,0,0,1,1,0,0,0,0,0,39
2,0,0,0,1,1,0,0,0,0,0,42
3,0,0,0,1,1,0,0,0,0,0,52
4,0,0,0,1,1,0,0,0,0,0,42
5,0,0,0,1,1,0,0,0,0,0,40
6,0,0,0,1,1,0,0,0,0,1,62
7,0,0,0,1,1,0,0,0,0,1,101
8,0,0,1,1,1,0,0,0,0,0,102
9,0,0,1,1,1,0,0,0,0,0,98
10,0,0,1,1,1,0,0,0,0,0,87
11,0,0,0,1,1,0,0,0,0,0,62
12,0,0,0,1,1,0,0,0,0,0,67
13,0,0,0,1,1,0,0,0,0,0,78
14,0,0,0,1,1,0,0,0,0,0,68
15,0,0,0,1,1,0,0,0,0,0,77
16,0,0,0,1,1,0,0,0,0,2,127
17,0,0,1,1,1,0,0,0,0,2,183
18,0,0,1,1,1,0,0,0,0,0,122
19,0,0,1,1,1,0,0,0,0,0,117
20,0,0,0,1,1,0,0,0,0,0,129
21,0,0,0,1,1,0,0,0,0,0,135
22,0,0,0,1,1,0,0,0,0,2,108
23,0,0,0,1,1,0,0,0,0,0,51
0,1,0,0,1,1,0,0,0,0,1,68
1,1,0,0,1,1,0,0,0,0,0,40
2,1,0,0,1,1,0,0,0,0,2,120
3,1,0,0,1,1,0,0,0,0,0,38
4,1,0,0,1,1,0,0,0,0,1,64
5,1,0,0,1,1,0,0,0,0,0,39
6,1,0,0,1,1,0,0,0,0,0,42
7,1,0,0,1,1,0,0,0,0,0,75
8,1,0,1,1,1,0,0,0,0,0,123
9,1,0,1,1,1,0,0,0,0,2,161
10,1,0,1,1,1,0,0,0,0,2,143
11,1,0,0,1,1,0,0,0,0,1,93
12,1,0,0,1,1,0,0,0,0,0,69
13,1,0,0,1,1,0,0,0,0,1,97
14,1,0,0,1,1,0,0,0,0,0,71
15,1,0,0,1,1,0,0,0,0,0,60
16,1,0,0,1,1,0,0,0,0,0,63
17,1,0,1,1,1,0,0,0,0,0,141
18,1,0,1,1,1,0,0,0,0,0,119
19,1,0,1,1,1,0,0,0,0,0,128
20,1,0,0,1,1,0,0,0,0,0,123
21,1,0,0,1,1,0,0,0,0,1,70
22,1,0,0,1,1,0,0,0,0,0,43
23,1,0,0,1,1,0,0,0,0,0,87
0,2,0,0,1,1,0,0,0,0,0,46
1,2,0,0,1,1,0,0,0,0,0,46
2,2,0,0,1,1,0,0,0,0,0,37
3,2,0,0,1,1,0,0,0,0,0,40
4,2,0,0,1,1,0,0,0,0,0,41
5,2,0,0,1,1,0,0,0,0,0,59
6,2,0,0,1,1,0,0,0,0,0,42
7,2,0,0,1,1,0,0,0,0,1,99
8,2,0,1,1,1,0,0,0,0,0,98
9,2,0,1,1,1,0,0,0,0,0,102
10,2,0,1,1,1,0,0,0,0,1,112
11,2,0,0,1,1,0,0,0,0,0,79
12,2,0,0,1,1,0,0,0,0,0,71
13,2,0,0,1,1,0,0,0,0,1,114
14,2,0,0,1,1,0,0,0,0,0,80
15,2,0,0,1,1,0,0,0,0,0,58
16,2,0,0,1,1,0,0,0,0,0,63
17,2,0,1,1,1,0,0,0,0,0,122
18,2,0,1,1,1,0,0,0,0,0,140
19,2,0,1,1,1,0,0,0,0,0,121
20,2,0,0,1,1,0,0,0,0,0,121
21,2,0,0,1,1,0,0,0,0,0,44
22,2,0,0,1,1,0,0,0,0,0,42
23,2,0,0,1,1,0,0,0,0,0,47
0,3,0,0,1,1,0,0,0,0,0,42
1,3,0,0,1,1,0,0,0,0,0,47
2,3,0,0,1,1,0,0,0,0,0,51
3,3,0,0,1,1,0,0,0,0,2,101
4,3,0,0,1,1,1,0,0,0,0,163
5,3,0,0,1,1,0,0,0,0,0,63
6,3,0,0,1,1,0,0,0,0,0,42
7,3,0,0,1,1,0,0,0,0,0,98
8,3,0,1,1,1,0,0,0,0,2,163
9,3,0,1,1,1,0,0,0,0,0,103
10,3,0,1,1,1,0,0,0,0,2,147
11,3,0,0,1,1,0,0,0,0,0,61
12,3,0,0,1,1,0,0,0,0,1,116
13,3,0,0,1,1,0,0,0,0,0,73
14,3,0,0,1,1,0,0,0,0,1,93
15,3,0,0,1,1,0,0,0,0,0,63
16,3,0,0,1,1,0,0,0,0,0,73
17,3,0,1,1,1,0,0,0,0,0,120
18,3,0,1,1,1,0,0,0,0,0,130
19,3,0,1,1,1,0,0,0,0,2,178
20,3,0,0,1,1,0,0,0,0,0,118
21,3,0,0,1,1,0,0,0,0,0,55
22,3,0,0,1,1,0,0,0,0,1,70
23,3,0,0,1,1,0,0,0,0,0,45
0,4,0,0,1,1,0,0,0,0,2,100
1,4,0,0,1,1,0,0,0,0,1,67
2,4,0,0,1,1,0,0,0,0,0,47
3,4,0,0,1,1,0,0,0,0,1,68
4,4,0,0,1,1,0,0,0,0,0,39
5,4,0,0,1,1,0,0,0,0,0,43
6,4,0,0,1,1,0,0,0,0,0,38
7,4,0,0,1,1,0,0,0,0,0,72
8,4,0,1,1,1,0,0,0,0,1,164
9,4,0,1,1,1,0,0,0,0,2,177
10,4,0,1,1,1,0,0,0,0,0,82
11,4,0,0,1,1,0,0,0,0,0,61
12,4,0,0,1,1,0,0,0,0,2,168
13,4,0,0,1,1,0,0,0,0,0,72
14,4,0,0,1,1,0,0,0,0,0,69
15,4,0,0,1,1,0,0,0,0,0,73
16,4,0,0,1,1,0,0,0,0,2,118
17,4,0,1,1,1,0,0,0,0,0,120
18,4,0,1,1,1,0,0,0,0,1,183
19,4,0,1,1,1,0,0,0,0,1,147
20,4,0,0,1,1,0,0,0,0,0,122
21,4,0,0,1,1,0,0,0,0,0,45
22,4,0,0,1,1,0,0,0,0,1,68
23,4,0,0,1,1,0,0,0,0,0,53
0,5,1,0,0,1,0,0,0,0,1,42
1,5,1,0,0,1,0,0,0,0,2,72
2,5,1,0,0,1,0,0,0,0,0,58
3,5,1,0,0,1,0,0,0,0,1,40
4,5,1,0,0,1,0,0,0,0,1,37
5,5,1,0,0,1,0,0,0,0,1,42
6,5,1,0,0,1,0,0,0,0,0,13
7,5,1,0,0,1,0,0,0,0,0,38
8,5,1,1,0,1,0,0,0,0,0,79
9,5,1,1,0,1,0,0,0,0,0,79
10,5,1,1,0,1,0,0,0,0,0,61
11,5,1,0,0,1,0,0,0,0,1,59
12,5,1,0,0,1,0,0,0,0,0,47
13,5,1,0,0,1,0,0,0,0,0,47
14,5,1,0,0,1,0,0,0,0,0,47
15,5,1,0,0,1,0,0,0,0,1,100
16,5,1,0,0,1,0,0,0,0,0,36
17,5,1,1,0,1,0,0,0,0,0,95
18,5,1,1,0,1,0,0,0,0,0,98
19,5,1,1,0,1,0,0,0,0,1,119
20,5,1,0,0,1,0,0,0,0,0,98
21,5,1,0,0,1,0,0,0,0,0,19
22,5,1,0,0,1,0,0,0,0,2,78
23,5,1,0,0,1,0,0,0,0,1,50
0,6,1,0,0,1,0,0,0,0,2,72
1,6,1,0,0,1,0,0,0,0,0,18
2,6,1,0,0,1,0,0,0,0,0,13
3,6,1,0,0,1,0,0,0,0,1,60
4,6,1,0,0,1,0,0,0,0,0,17
5,6,1,0,0,1,0,0,0,0,1,41
6,6,1,0,0,1,0,0,0,0,0,18
7,6,1,0,0,1,0,0,0,0,0,40
8,6,1,1,0,1,0,0,0,0,0,61
9,6,1,1,0,1,0,0,0,0,0,63
10,6,1,1,0,1,0,0,0,0,0,61
11,6,1,0,0,1,0,0,0,0,0,38
12,6,1,0,0,1,0,0,0,0,2,104
13,6,1,0,0,1,0,0,0,0,0,42
14,6,1,0,0,1,0,0,0,0,0,58
15,6,1,0,0,1,0,0,0,0,1,65
16,6,1,0,0,1,0,0,0,0,0,32
17,6,1,1,0,1,0,0,0,0,0,96
18,6,1,1,0,1,0,0,0,0,1,119
19,6,1,1,0,1,0,0,0,0,0,98
20,6,1,0,0,1,0,0,0,0,1,137
21,6,1,0,0,1,0,0,0,0,1,133
22,6,1,0,0,1,0,0,0,0,2,81
23,6,1,0,0,1,0,0,0,0,0,18
0,0,0,0,1,1,0,0,0,0,0,42
1,0,0,0,1,1,0,0,0,0,0,42
2,0,0,0,1,1,0,0,0,0,0,42
3,0,0,0,1,1,0,0,0,0,1,72
4,0,0,0,1,1,0,0,0,0,0,52
5,0,0,0,1,1,0,0,0,0,0,40
6,0,0,0,1,1,0,0,0,0,1,71
7,0,0,0,1,1,0,0,0,0,0,81
8,0,0,1,1,1,0,1,0,1,0,333
9,0,0,1,1,1,0,0,0,0,0,103
10,0,0,1,1,1,0,0,0,0,1,118
11,0,0,0,1,1,0,0,0,0,0,61
12,0,0,0,1,1,0,0,0,0,1,100
13,0,0,0,1,1,0,0,0,0,0,72
14,0,0,0,1,1,0,0,0,0,1,97
15,0,0,0,1,1,0,0,0,0,1,92
16,0,0,0,1,1,0,0,0,0,0,58
17,0,0,1,1,1,0,0,0,0,0,125
18,0,0,1,1,1,0,0,0,0,0,119
19,0,0,1,1,1,0,0,0,0,1,145
20,0,0,0,1,1,0,0,0,0,0,122
21,0,0,0,1,1,0,0,0,0,0,43
22,0,0,0,1,1,0,0,0,0,0,43
23,0,0,0,1,1,0,0,0,0,0,88
0,1,0,0,1,1,0,0,0,0,0,43
1,1,0,0,1,1,0,0,0,0,0,38
2,1,0,0,1,1,0,0,0,0,0,37
3,1,0,0,1,1,0,0,0,0,1,64
4,1,0,0,1,1,0,0,0,0,0,48
5,1,0,0,1,1,0,0,0,0,0,41
6,1,0,0,1,1,0,0,0,0,2,102
7,1,0,0,1,1,0,0,0,0,1,104
8,1,0,1,1,1,0,0,0,0,2,161
9,1,0,1,1,1,0,0,0,0,0,119
10,1,0,1,1,1,0,0,0,0,0,87
11,1,0,0,1,1,0,0,0,0,0,59
12,1,0,0,1,1,0,0,0,0,1,116
13,1,0,0,1,1,0,0,0,0,0,90
14,1,0,0,1,1,0,0,0,0,0,69
15,1,0,0,1,1,0,0,0,0,0,60
16,1,0,0,1,1,0,0,0,0,0,59
17,1,0,1,1,1,0,0,0,0,0,122
18,1,0,1,1,1,0,0,0,0,0,161
19,1,0,1,1,1,0,0,0,0,0,119
20,1,0,0,1,1,0,0,0,0,0,118
21,1,0,0,1,1,0,0,0,0,2,127
22,1,0,0,1,1,0,0,0,0,1,68
23,1,0,0,1,1,0,0,0,0,2,107
0,2,0,0,1,1,0,0,0,0,1,107
1,2,0,0,1,1,0,0,0,0,0,53
2,2,0,0,1,1,0,0,0,0,0,49
3,2,0,0,1,1,0,0,0,0,0,41
4,2,0,0,1,1,0,0,0,0,0,53
5,2,0,0,1,1,0,0,0,0,0,41
6,2,0,0,1,1,0,0,0,0,0,37
7,2,0,0,1,1,0,0,0,0,0,166
8,2,0,1,1,1,0,0,0,0,0,100
9,2,0,1,1,1,0,0,0,0,0,109
